name_a,state_a,name_b,state_b,borders
Congressional District 43,6,Congressional District 40,6,t
Congressional District 35,6,Congressional District 39,6,t
Congressional District 35,6,Congressional District 32,6,t
Congressional District 35,6,Congressional District 27,6,t
Congressional District 35,6,Congressional District 42,6,t
Congressional District 35,6,Congressional District 41,6,t
Congressional District 35,6,Congressional District 31,6,t
Congressional District 44,6,Congressional District 38,6,t
Congressional District 44,6,Congressional District 47,6,t
Congressional District 44,6,Congressional District 33,6,t
Congressional District 44,6,Congressional District 43,6,t
Congressional District 44,6,Congressional District 40,6,t
Congressional District 28,6,Congressional District 30,6,t
Congressional District 28,6,Congressional District 25,6,t
Congressional District 28,6,Congressional District 33,6,t
Congressional District 28,6,Congressional District 29,6,t
Congressional District 28,6,Congressional District 34,6,t
Congressional District 28,6,Congressional District 27,6,t
Congressional District 27,6,Congressional District 8,6,t
Congressional District 27,6,Congressional District 38,6,t
Congressional District 27,6,Congressional District 25,6,t
Congressional District 27,6,Congressional District 34,6,t
Congressional District 27,6,Congressional District 32,6,t
Congressional District 27,6,Congressional District 35,6,t
Congressional District 27,6,Congressional District 28,6,t
Congressional District 27,6,Congressional District 40,6,t
Congressional District 27,6,Congressional District 31,6,t
Congressional District 37,6,Congressional District 33,6,t
Congressional District 37,6,Congressional District 34,6,t
Congressional District 37,6,Congressional District 43,6,t
Congressional District 37,6,Congressional District 40,6,t
Congressional District 40,6,Congressional District 38,6,t
Congressional District 40,6,Congressional District 34,6,t
Congressional District 40,6,Congressional District 43,6,t
Congressional District 40,6,Congressional District 44,6,t
Congressional District 40,6,Congressional District 27,6,t
Congressional District 40,6,Congressional District 37,6,t
Congressional District 5,13,Congressional District 13,13,t
Congressional District 5,13,Congressional District 4,13,t
Congressional District 5,13,Congressional District 6,13,t
Congressional District 5,13,Congressional District 11,13,t
Congressional District 2,42,Congressional District 1,42,t
Congressional District 2,42,Congressional District 7,42,t
Congressional District 2,42,Congressional District 13,42,t
Congressional District 13,42,Congressional District 1,42,t
Congressional District 13,42,Congressional District 7,42,t
Congressional District 13,42,Congressional District 8,42,t
Congressional District 13,42,Congressional District 2,42,t
Congressional District 42,6,Congressional District 39,6,t
Congressional District 42,6,Congressional District 49,6,t
Congressional District 42,6,Congressional District 45,6,t
Congressional District 42,6,Congressional District 50,6,t
Congressional District 42,6,Congressional District 35,6,t
Congressional District 42,6,Congressional District 41,6,t
Congressional District 42,6,Congressional District 36,6,t
Congressional District 41,6,Congressional District 35,6,t
Congressional District 41,6,Congressional District 42,6,t
Congressional District 41,6,Congressional District 36,6,t
Congressional District 41,6,Congressional District 31,6,t
Congressional District 36,6,Congressional District 8,6,t
Congressional District 36,6,Congressional District 4,4,t
Congressional District 36,6,Congressional District 51,6,t
Congressional District 36,6,Congressional District 50,6,t
Congressional District 36,6,Congressional District 42,6,t
Congressional District 36,6,Congressional District 41,6,t
Congressional District 36,6,Congressional District 31,6,t
Congressional District 31,6,Congressional District 8,6,t
Congressional District 31,6,Congressional District 35,6,t
Congressional District 31,6,Congressional District 27,6,t
Congressional District 31,6,Congressional District 41,6,t
Congressional District 31,6,Congressional District 36,6,t
Congressional District 7,17,Congressional Districts not defined,17,t
Congressional District 7,17,Congressional District 3,17,t
Congressional District 7,17,Congressional District 5,17,t
Congressional District 7,17,Congressional District 1,17,t
Congressional District 7,17,Congressional District 4,17,t
Congressional District 4,17,Congressional District 3,17,t
Congressional District 4,17,Congressional District 5,17,t
Congressional District 4,17,Congressional District 7,17,t
Congressional District 9,17,Congressional District 10,17,t
Congressional District 9,17,Congressional Districts not defined,17,t
Congressional District 9,17,Congressional District 5,17,t
Congressional District 9,17,Congressional District 8,17,t
Congressional District 11,6,Congressional District 15,6,t
Congressional District 11,6,Congressional District 9,6,t
Congressional District 11,6,Congressional District 3,6,t
Congressional District 11,6,Congressional District 13,6,t
Congressional District 11,6,Congressional District 12,6,t
Congressional District 11,6,Congressional District 5,6,t
Congressional District 11,6,Congressional District 2,6,t
Congressional District 9,47,Congressional District 8,47,t
Congressional District 9,47,Congressional District 1,5,t
Congressional District 9,47,Congressional District 1,28,t
Congressional District 32,48,Congressional District 4,48,t
Congressional District 32,48,Congressional District 5,48,t
Congressional District 32,48,Congressional District 24,48,t
Congressional District 32,48,Congressional District 3,48,t
Congressional District 32,48,Congressional District 30,48,t
Congressional District 5,4,Congressional District 4,4,t
Congressional District 5,4,Congressional District 1,4,t
Congressional District 5,4,Congressional District 9,4,t
Congressional District 5,4,Congressional District 6,4,t
Congressional District 7,4,Congressional District 3,4,t
Congressional District 7,4,Congressional District 1,4,t
Congressional District 7,4,Congressional District 9,4,t
Congressional District 7,4,Congressional District 6,4,t
Congressional District 7,4,Congressional District 8,4,t
Congressional District 9,4,Congressional District 1,4,t
Congressional District 9,4,Congressional District 5,4,t
Congressional District 9,4,Congressional District 7,4,t
Congressional District 9,4,Congressional District 6,4,t
Congressional District 6,4,Congressional District 4,4,t
Congressional District 6,4,Congressional District 5,4,t
Congressional District 6,4,Congressional District 7,4,t
Congressional District 6,4,Congressional District 9,4,t
Congressional District 6,4,Congressional District 8,4,t
Congressional District 8,4,Congressional District 4,4,t
Congressional District 8,4,Congressional District 3,4,t
Congressional District 8,4,Congressional District 7,4,t
Congressional District 8,4,Congressional District 6,4,t
Congressional District 3,48,Congressional District 4,48,t
Congressional District 3,48,Congressional District 24,48,t
Congressional District 3,48,Congressional District 26,48,t
Congressional District 3,48,Congressional District 32,48,t
Congressional District 30,48,Congressional District 6,48,t
Congressional District 30,48,Congressional District 5,48,t
Congressional District 30,48,Congressional District 24,48,t
Congressional District 30,48,Congressional District 33,48,t
Congressional District 30,48,Congressional District 32,48,t
Congressional District 1,36,Congressional District 2,36,t
Congressional District 1,36,Congressional District 3,36,t
Congressional District 1,36,Congressional District 2,9,t
Congressional District 1,36,Congressional Districts not defined,9,t
Congressional District 1,36,Congressional District 2,44,t
